Cyt3	Cyt1	Cyt2	FP3	FP2	FP1	Nuc3	Nuc2	Nuc1	1wChAC3	1wChAC2	1wChAC1	2wChAC2	2wChAC1	2wChAC3	3wChAC2	3wChAC3	3wChAC1	Cluster	Protein.Group	Proteins
1.6243	1.74449	1.75612	0.949154	0.752928	0.801524	-0.25444	-0.239256	-0.624256	-0.52454	-0.917207	-0.348411	-0.273567	-0.727001	-1.1967	-1.20985	-0.737692	-0.575602	VIII - Cytoplasm	Q8C0L8	COG5
1.39745	1.57788	1.51134	0.90939	0.848225	0.663452	-1.85753		-1.52521	-0.34628	-0.376138	-0.340334	-0.226719	-0.326642	-0.402207	-0.599725	-0.598261	-0.308686	VI - Golgi+vesicles	Q8R3I3	COG6
1.48277	1.64432	1.65267	1.07962	1.05334	0.917329	-1.09031	-0.974512	-1.38301	-0.565339	-0.503172	-0.601031	-0.436514	-0.480102	-0.431662	-0.298805	-0.526455	-0.539136	VI - Golgi+vesicles	Q3UM29	COG7
1.03671	1.04052	1.16637	0.633514	0.776439	0.905591			-1.89876	-0.533819	-0.849217	-1.27113	-0.368522	-0.532742	-0.104947				V - Plasma membrane	Q9JJA2	COG8
-1.70498	-2.04537	-2.10722	-0.234125	-0.336158	-0.337837	-0.0046938	-0.0888476	0.0548249	0.779859	0.750745	0.846298	0.736142	0.668635	0.747181	0.754147	0.674345	0.847055	II - Chromatin I	Q5SU73	COIL
1.13103	1.24068	1.22299	0.998195	0.889316	0.962776	0.703658	0.790624	0.683229	-0.91428	-0.96682	-0.871221	-0.862989	-0.86303	-0.825011	-1.02431	-1.11362	-1.18122	VII - Ribosomes	Q8K297	COLGALT1
1.12589	1.12441	1.23167	1.08916	1.15909	1.18546	0.484425	0.482102	0.613931	-0.970269	-0.989469	-1.08783	-0.62051	-0.894178	-0.961746	-1.08431	-0.965439	-0.922392	VII - Ribosomes	Q8K4M5	COMMD1
1.37054	1.36581	1.73329	1.0597	0.981017	1.13496	0.0935424	0.107765	-0.0976156	-0.883631	-0.854934	-0.823051	-0.617504	-1.01148	-0.872712	-1.12483	-0.709967	-0.850901	IX - Mitochondria	Q8JZY2	COMMD10
1.07552	0.95901	0.93854	1.08376	1.15815	1.18488	0.398058	0.320039	0.244141	-0.903645	-1.01912	-1.04349		-1.18726		-1.17337	-1.03984	-0.995371	VII - Ribosomes	Q8BXC6	COMMD2
1.27444	1.21305	1.30425	1.0436	1.06017	1.15194	0.472606	0.393286	0.463378	-1.13106	-0.834115	-0.852645	-0.879737	-0.913739	-1.06922	-0.680427	-0.761251	-1.25452	VII - Ribosomes	Q63829	COMMD3
0.883744	0.892819	0.897381	1.18897	1.19642	1.15649	0.575355	0.583451	0.513909		-0.799126	-0.937788	-0.837643	-0.792226	-0.899561	-0.735856	-1.70298	-1.18336	VII - Ribosomes	Q8R395	COMMD5
0.639686	0.794405	0.460219	1.18041	1.23052	1.15516	0.315301	0.387728	0.343451	-0.505267			-1.17744	-0.69727		-0.91473	-1.69183	-1.52034	VII - Ribosomes	Q8BG94	COMMD7
-0.685892	-0.862383	-0.680117	1.13191	1.23162	1.13276	0.495738	0.28038	0.314108			0.617608	-1.55885		-1.41688				IV - Nuclear periphery	Q8K2Q0	COMMD9
-0.637753	-1.80897	-1.68022	-1.15692	-0.671498	-1.64192	0.162618	0.285345	-0.101335	0.894825	0.864454	0.929444	0.770295	0.810568	0.800532	0.789497	0.680787	0.710258	II - Chromatin I	Q9R1A8	COP1
1.63954	1.72574	1.64848	0.925957	0.704358	0.732239	0.100477	0.103925	0.148181	-0.857269	-0.849372	-0.824698	-0.78302	-0.772028	-0.792043	-0.927187	-0.934028	-0.989261	IX - Mitochondria	Q8CIE6	COPA
1.14741	1.24191	1.14917	1.3411	1.13818	1.11211	0.503534	0.453403	0.320892	-0.955345	-0.989026	-0.913997	-0.816226	-0.851637	-0.803765	-1.08026	-1.03046	-0.966974	VII - Ribosomes	Q9JIF7	COPB1
1.56625	1.56658	1.60229	1.07623	0.833416	0.677251	0.212943	0.206366	0.187288	-0.75376	-0.839488	-0.959023	-0.721761	-0.958943	-0.777029	-0.978109	-0.885306	-1.0552	IX - Mitochondria	O55029	COPB2
1.64986	1.52473	1.87175	0.821393	0.652178	0.980306	-0.1918	0.187059	-0.270458	-0.765967	-1.253	-0.667124	-0.98334	-0.649726	-0.931724	-0.456764	-0.646996	-0.870377	IX - Mitochondria	O89079	COPE
1.19042	1.26699	1.34665	1.10235	1.15755	1.1287	0.499531	0.380434	0.316533	-0.95758	-0.927495	-0.98771	-0.859132	-0.876007	-0.911658	-0.968906	-0.894732	-1.00594	VII - Ribosomes	Q9QZE5	COPG1
1.45741	1.45887	1.44885	1.1959	1.13097	1.00843	0.128281	0.0575247	-0.118643	-0.889141	-0.832265	-1.05441	-0.718684	-0.709033	-0.661134	-0.950841	-0.858385	-1.0937	VIII - Cytoplasm	Q9QXK3	COPG2
1.35162	1.32895	1.38798	1.24985	1.25225	1.28123	-0.0482277	-0.0299217	-0.0371243	-0.859205	-0.827111	-0.774681	-0.811951	-0.85167	-0.746641	-0.966642	-0.91321	-0.985499	VIII - Cytoplasm	P61202	COPS2
1.62088	1.66821	1.63173	1.05546	0.997349	1.03355	-0.599693	-0.543012	-0.268812	-0.74118	-0.868211	-0.90753	-0.631169	-0.440612	-0.596221	-0.745368	-0.889873	-0.775503	VIII - Cytoplasm	O88543	COPS3
1.42981	1.43624	1.49276	1.22877	1.22482	1.20631	-0.228274	-0.193883	-0.263753	-0.734645	-0.693437	-0.951515	-0.813013	-0.815125	-0.712395	-0.812292	-0.8812	-0.919162	VIII - Cytoplasm	O88544	COPS4
1.46667	1.40532	1.55616	1.15222	1.0837	1.07099	0.0164518	0.0239975	-0.016924	-0.940039	-0.914671	-0.841974	-0.782025	-0.79118	-0.807176	-0.6601	-1.06108	-0.960344	VIII - Cytoplasm	O35864	COPS5
1.66952	1.69999	1.78575	1.03396	0.900731	0.865991	-0.511268	-0.516636	-0.493411	-0.590615	-0.510314	-0.803824	-0.659341	-0.943024	-0.684675	-0.681975	-0.792455	-0.768411	VIII - Cytoplasm	O88545	COPS6
1.37071	1.45528	1.46234	1.17228	1.0759	1.22165	0.0428416	0.0156817	-0.000377582	-0.975008	-0.78949	-0.903079	-0.881845	-0.991797	-0.862978	-0.821453	-0.83484	-0.755824	VIII - Cytoplasm	Q9CZ04-2	COPS7A
0.849911	0.900653	1.0339	0.324168	0.351369	0.360693	-1.09106	-1.61281	-1.11683										V - Plasma membrane	Q8BV13	COPS7B
1.17948	1.14157	1.28971	1.00938	0.973698	0.935964	-0.0527006	-0.0746337	-0.08562	-1.06502	-1.09646		-0.736742	-1.20756	-1.13524	-1.07583			VIII - Cytoplasm	Q8VBV7	COPS8
1.36789	1.36368	1.384	1.09713	1.04313	1.0844	0.318506	0.255758	0.310135	-0.892057	-0.878805	-1.01108	-0.859963	-0.84087	-0.683134	-0.996374	-1.03556	-1.02678	VII - Ribosomes	P61924	COPZ1
0.887688	0.887096	0.932024	0.612624	0.629372	0.620088				-1.37932	-0.81572			-1.10041		-1.27344			VII - Ribosomes	Q8BMS4	COQ3
0.724097	0.780884	0.800217	0.525277	0.576262	0.498267		-1.10565		-1.73779		-1.06157							V - Plasma membrane	Q8BGB8	COQ4
-1.13728	-1.16889	-1.22249	-1.29041	-1.11321	-1.42347	-0.343997	-0.344632	0.063968	0.641322	0.672946	0.533859	1.39707	1.0842	0.935417	0.995213	1.02175	0.698627	II - Chromatin I	Q8R1S0	COQ6
1.49887	1.57372	1.72903	0.220637	0.0287217	0.516195				-0.605049	-0.865949		-1.30253	-0.309586	-0.757294	-0.0350367	-0.676758	-1.01498	IX - Mitochondria	Q8K1Z0	COQ9
0.751902	0.823463	0.83333	1.05098	1.09303	1.10217	0.963783	1.04017	1.03262	-0.951669	-1.12418	-0.975017	-0.885584	-0.960312	-0.825385	-1.06281	-1.04312	-0.863365	VII - Ribosomes	Q9WUM3	CORO1B
1.08857	1.06174	1.05744	1.03218	1.0038	1.03504	0.858243	0.802633	0.76266	-1.01064	-0.894794	-0.895215	-0.884062	-0.895548	-0.967431	-1.08999	-1.01911	-1.04552	VII - Ribosomes	Q9WUM4	CORO1C
1.60829	1.69035	1.86486	1.03335	0.542307	0.832041	-0.859601	-1.15195	-1.15322	-0.460572	-0.426386	-0.792258	-0.79874	-0.00476105	-0.471198	-0.511265	-0.61612	-0.325139	VI - Golgi+vesicles	Q9D2V7	CORO7
1.56009	1.65347	1.60986	0.65553	0.572846	0.682863	-0.369851	-0.608005	-0.457486	0.216139	-0.99197	-0.641126	-0.794067	-1.20931	-0.923173			-0.955815	VIII - Cytoplasm	Q9CQI6	COTL1
0.129329	0.159657	0.393141	1.17825	1.10189	1.25504	-0.934354	-1.04404	-0.839924									-1.39898	V - Plasma membrane	P56394	COX17
0.968821	1.02138	1.03795	0.755363	0.725537	0.737346	1.14125	1.11825	1.10097	-0.684672	-0.701786	-0.740359	-1.04605	-0.997191	-1.09217	-1.15711	-1.17346	-1.01407	VII - Ribosomes	P19783	COX4I1
0.833309	0.861995	0.907834	0.847319	0.853678	0.854176	1.10246	1.10875	1.13822	-0.569688	-0.552687	-0.505961	-1.05779	-1.08016	-1.04475	-1.1931	-1.22805	-1.27555	VII - Ribosomes	P12787	COX5A
0.65891	0.763331	0.637932	0.848196	0.857902	0.866993	1.26699	1.28998	1.24452	-0.572102	-0.557333	-0.594791	-1.03956	-1.04615	-1.05477	-1.09304	-1.17107	-1.30593	VII - Ribosomes	P19536	COX5B
0.38027	0.301796	0.488872	0.937322	0.941273	0.94976	1.39757	1.40962	1.40741	-0.556594	-0.652745	-0.68967	-0.980426	-1.08965	-0.861777	-1.04408	-1.23827	-1.10068	IV - Nuclear periphery	P56391	COX6B1
0.531406	0.489106	0.588665	0.895838	0.884183	0.885517	1.31376	1.30941	1.31139	-0.431146	-0.460312	-0.404323	-1.059	-0.997825	-1.07102	-1.25223	-1.28245	-1.25097	IV - Nuclear periphery	Q9CPQ1	COX6C
-0.868159	-0.538947	-0.701653	-0.648632	-0.619431	-0.606374	1.29418	1.36799	1.32103										I - Nucleoplasm	P56392	COX7A1
0.472725	0.559794	0.536332	0.846193	0.963953	0.93147	1.22468	1.23557	1.22797	-0.959564	-0.93769	-0.878479		-0.783855	-1.04509	-1.05838	-1.13587	-1.19978	IV - Nuclear periphery	P48771	COX7A2
-0.0778215	-0.10166	-0.0515012	0.625021	0.552743	0.652779	1.00189	0.993325	0.965748	-1.48203	-1.55577	-1.52272							IV - Nuclear periphery	Q61387	COX7A2L
-1.32583	-1.22257	-1.10979	0.063974	0.1408	0.266009	1.20895	1.02466	0.953785										I - Nucleoplasm	P17665	COX7C
0.158946	0.293602	-0.188908	0.790255	1.1725	1.29302	0.712848	0.845614	1.25836	-0.934052	-1.09933	-0.740473	-1.44332	-0.602732	-1.51633				IV - Nuclear periphery	Q9CR55	CP087
1.18082	1.43982	1.14792	0.445672	-0.50517	0.371574	0.717979	0.80843	0.856093	-1.27331	-0.480919	-0.272571	-0.938968	-0.897608	0.912395	-0.701591	-2.05043	-0.76014	IX - Mitochondria	"Q7TN98;Q7TN98-2;Q7TN98-3;Q7TN98-4;Q7TN98-5"	CPEB4
1.87607	1.8721	1.9776	0.617617	0.407937	0.597017	-0.694173	-0.81169	-0.978431	-0.305371	-0.0974692	-0.745984	-0.521364	-0.567407	-0.537824	-0.701373	-0.512065	-0.87519	VI - Golgi+vesicles	Q8C166	CPNE1
0.983674	0.936689	1.04445	1.04543	1.07954	1.08206	0.866222	0.822133	0.796781	-0.995675	-0.86206	-1.13066	-0.575795	-1.03067	-1.04673	-0.868979	-1.15316	-0.993253	VII - Ribosomes	Q8BT60	CPNE3
0.804545	0.824424	0.802993	0.468744	0.584495	0.473549	-1.20828	-1.38378	-1.3667										V - Plasma membrane	P36552	CPOX
-1.63694	-1.71019	-1.53795	-0.596806	-0.983027	-0.821296	-0.18208	-0.11831	-0.287642	0.864257	0.851851	0.784062	0.896709	0.877748	0.932618	0.907701	0.89182	0.86748	II - Chromatin I	Q9EPU4	CPSF1
-1.79558	-1.60234	-1.69623	-0.86654	-0.722149	-0.924607	-0.0191522	0.202026	-0.00530129	0.850557	0.825376	0.797224	0.735617	0.780669	0.836029	0.795912	0.949905	0.858578	II - Chromatin I	O35218	CPSF2
-1.36355	-1.51899	-1.17748	-1.21862	-1.10304	-1.00253	-0.352482	-0.362855	-0.0663167	0.937703	0.959223	0.959567	0.919188	0.854799	0.67604	0.9692	0.971702	0.918435	II - Chromatin I	Q9QXK7	CPSF3
-1.30353	-2.06149	-2.60626	-0.108522	-0.308238	-0.127789	0.178362	0.0510653	0.27109	0.664079	0.671534	0.641848	0.625413	0.640737	0.700622	0.683446	0.716589	0.671057	II - Chromatin I	Q8BQZ5	CPSF4
-2.16574	-2.08283	-2.03582	-0.0832182	-0.112369	-0.0145628	0.687997	0.575795	0.686994	0.784683	0.694677	0.686538	0.433427	0.357686	0.384015	0.344339	0.357371	0.50102	II - Chromatin I	"Q8BQZ5-2;Q8BQZ5-3"	CPSF4 (isof.)
-1.96958	-1.8536	-2.02548	0.470869	0.448418	0.492376	1.29907	1.3183	1.20023	0.0969371	0.0626588	0.066429	0.059434	0.0505159	0.115815	0.0481379	0.0128141	0.106646	I - Nucleoplasm	Q6NVF9	CPSF6
-1.81473	-1.81287	-1.9765	-0.275285	-0.726411	-0.509246	-0.0783465	-0.064464	0.151448	0.802796	0.803908	0.806775	0.77347	0.724025	0.797477	0.799968	0.820319	0.777661	II - Chromatin I	"Q8BTV2;Q8BTV2-2"	CPSF7
1.59132	1.09172	1.3914	0.873397	0.0783986	0.533233	0.863546	1.13191	0.670017	-0.603515	-0.841323	-0.715428	-0.975419	-0.953965	-1.2151	-0.915463	-1.14612	-0.8586	VII - Ribosomes	P97742	CPT1A
1.81387	1.96051	1.74833	0.805012	0.444781	0.720024	-0.726458	-0.626354	-0.377736	-0.318433	-0.798238	-1.15996	-0.850729	-0.248927	-0.496594	-0.832944	-0.442418	-0.613728	VI - Golgi+vesicles	P52825	CPT2
-2.55474	-1.28318	-2.27591	0.448405	0.855625	1.06606	0.0774174	0.519363	0.433725	0.219326	0.479001	0.391814	0.507266	0.372958	0.486963	0.0540528	0.21407	-0.0122269	I - Nucleoplasm	Q5XFZ0	CR021
0.683262	0.732048	0.704517	0.698316	0.752224	0.784773	-0.696324	-0.699629	-0.990299						-1.96889				VIII - Cytoplasm	P62965	CRABP1
-0.298086	-0.525295	-0.286236	1.33946	1.26198	1.262	-1.09317	-0.827697	-0.832949										V - Plasma membrane	O88843	CRADD
-2.40883	-1.75653	-1.46775	0.390233	0.589371	0.356273	1.33139	1.28932	0.9346	0.130283	0.386422	0.570468	-0.291525	-0.585844	0.253751	0.115899	0.00407723	0.158403	I - Nucleoplasm	Q6PG95	CRAMP1
0.970707	0.975239	1.08986	0.738929	0.699228	0.704149				-1.05603	-0.927301	-1.00407	-1.14651	-1.0442					VII - Ribosomes	"Q8C7D2;Q8C7D2-2;Q8C7D2-3"	CRBN
0.479336	0.637796	0.635726	0.662158	0.787053	0.7583	-1.10165	-1.54471	-1.31401										V - Plasma membrane	O35427	CRCP
-1.04256	-1.24059	-0.630754	1.72287	1.39918	1.45177	1.07063	0.944406	1.20585	-0.636135	-0.721542	-0.605796	-0.232419	-0.386726	0.0968623	-0.666606	-0.923005	-0.805451	IV - Nuclear periphery	P45481	CREBBP
1.15697	1.13635	1.21753	0.538525	0.455922	0.400375	0.160655	0.150228	0.116258	-1.12577	-1.42109						-1.39474	-1.39123	IX - Mitochondria	Q91XD7	CRELD1
0.409531	0.44962	0.280586	0.779095	0.924771	1.01128	-1.51201	-1.03762	-1.30526										V - Plasma membrane	Q9CYA0	CRELD2
0.516194	0.468765	0.548624	0.949289	1.01043	0.980368	-0.967206	-0.956462	-0.937333			-1.61266							V - Plasma membrane	P63254	CRIP1
-0.194509	0.396278	0.358826	1.52715	1.46846	0.703744	1.06804	1.04804	1.27965	-0.458363	-0.618818	-0.761684	-0.916642	-0.967014	-0.746642	-0.277829	-1.48993	-1.41875	IV - Nuclear periphery	O70333	CRIPT
1.4093	1.43846	1.46944	1.09058	1.08535	1.11279	-0.249521	-0.182484	-0.270675	-0.872208	-0.728109	-1.00367	-0.908165	-0.920077	-0.881289	-0.770968		-0.81876	VIII - Cytoplasm	Q64010	CRK
1.42682	1.44467	1.48589	1.14415	1.1698	1.17828	-0.0739939	-0.116653	0.00116591	-0.802034	-1.02435	-0.886093	-0.728647	-0.8207	-0.765065	-0.830433	-0.868523	-0.934273	VIII - Cytoplasm	P47941	CRKL
1.62815	1.60381	1.67001	0.889335	0.958115	0.919054	-0.4617	-0.464993	-0.644917	-0.579063	-0.740256	-0.529339	-0.659767	-0.460578	-0.799801	-0.432851	-0.187568	-1.70763	VIII - Cytoplasm	Q9Z2L7	CRLF3
1.25847	1.34664	1.25599	-0.244653	-0.751505	-0.389246	-0.69035	-0.5936	-1.19174										VI - Golgi+vesicles	Q80ZM8	CRLS1
1.29488	1.04328	1.2317	1.55039	1.50014	1.43651	-0.877663	-1.17489	-1.01984	-0.594983	-0.500912	-0.606876	-0.475135	-0.711661	-0.529453	-0.573541	-0.459782	-0.532183	VIII - Cytoplasm	P97427	CRMP1
-1.77224	-1.89691	-1.80909	-0.410331	-0.553255	-0.431153	-0.203874	-0.247674	-0.140729	0.78923	0.860477	0.828925	0.779224	0.807417	0.85418	0.818167	0.909263	0.81837	II - Chromatin I	P63154	CRNKL1
1.05222	1.01159	1.13878	0.508103	0.439961	0.425779	-0.361669	-0.574091	-0.379655				-1.72544				-1.53558		IX - Mitochondria	Q9DC50	CROT
1.4203	1.41015	1.47255	0.957884	0.971401	0.934977	0.358101	0.328237	0.421037	-0.769922	-0.839201	-0.845292	-0.959576	-0.986521	-0.959019	-0.860807	-1.04776	-1.00655	IX - Mitochondria	Q9CYD3	CRTAP
1.48327	1.4838	1.49709	0.969659	0.923482	0.955476	0.293267	0.286194	0.212199	-0.839722	-1.01506	-1.05477	-0.780226	-0.931166	-0.783291	-0.971742	-1.04115	-0.687303	IX - Mitochondria	P47199	CRYZ
1.41707	1.47792	1.4984	1.2568	1.17266	1.23144	-0.337201	-0.297151	-0.418587	-0.935478	-0.740067	-0.657964	-1.05279	-0.7148	-0.450132	-0.668712	-0.926527	-0.85488	VIII - Cytoplasm	Q921W4	CRYZL1
1.796	1.83884	1.86452	0.577372	0.582656	0.575099	0.0505382	-0.136767	0.0794466	-0.785359	-0.853847	-0.968697	-0.738136	-0.743114	-0.629099	-0.878943	-0.872723	-0.757784	IX - Mitochondria	Q9CZU6	CS
1.08791	1.0702	1.16646	0.95748	0.890361	0.968474	-0.109948	-0.0632899	-0.784154	-0.738361	-1.16774		-0.496651		-1.46218		-1.31857		VIII - Cytoplasm	Q9D7E4	CS025
1.24657	1.234	1.29317	0.92439	0.977148	0.980402	0.654664	0.645218	0.637993	-0.919375	-0.92842	-0.952242	-0.880835	-0.938146	-0.957634	-0.945459	-1.00226	-1.06918	VII - Ribosomes	Q91W50	CSDE1
1.52028	1.62083	1.58083	1.23556	1.03511	1.01983	-1.04656	-0.977268	-1.09271	-0.539153	-0.543945	-0.562709	-0.532001	-0.508797	-0.656051	-0.530148	-0.500278	-0.522817	VIII - Cytoplasm	Q9ERK4	CSE1L
1.22422	1.15719	1.19922	1.00893	1.26227	1.14925	0.322459	0.326329	0.45285	-1.3314	-1.17182	-1.18828	-1.10148	-0.266805	-0.912867	-0.423992	-0.671681	-1.03439	VII - Ribosomes	P41241	CSK
0.37798	0.316724	0.646618	-1.55349	-1.72123	-1.20282	-1.01244	-0.99867	-1.51954	0.772354	0.911314	0.901162	0.847544	0.810455	0.86161	0.424746	0.556344	0.581349	III - Chromatin II	Q8BK63-2	CSNK1A1
-1.99631	-2.49766	-1.69975	0.682961	1.0446	0.947087	0.26732	0.340803	0.628678	0.599702	0.281435	0.262625	0.145958	0.348836	0.0610856	0.133495	0.420302	0.0288353	I - Nucleoplasm	Q8BTH8	CSNK1G1
1.43633	1.38078	1.46662	0.964431	0.827471	0.765281	0.586447	0.497977	0.470096	-0.894574	-0.945879	-0.95882	-0.91076	-0.860887	-0.858964	-1.07614	-0.932063	-0.957346	VII - Ribosomes	Q60737	CSNK2A1
1.37961	1.36296	1.36251	1.0099	1.21423	1.10687	0.238194	0.288029	0.102718	-0.631115	-1.05696	-0.839946	-0.723532	-0.827115	-0.758718	-0.923641	-1.1264	-1.17761	VII - Ribosomes	O54833	CSNK2A2
0.990654	0.941477	0.957291	1.13481	1.05933	1.06419	0.822095	0.877158	0.86806	-0.96524	-0.930258	-1.03253	-0.820727	-1.03199	-0.998422	-0.940983	-0.979182	-1.01574	VII - Ribosomes	P67871	CSNK2B
-2.08131	-1.6485	-1.64435	-0.171774	-0.159767	0.117321	-0.518609	-0.628705	-0.651431	0.870004	0.882936	0.884431	0.82225	0.814475	0.83678	0.742312	0.808211	0.725735	II - Chromatin I	"B2RX88;B2RX88-4"	CSPP1
0.377234	0.35642	0.421215	0.86696	0.8699	0.883768	1.3623	1.38253	1.32335	-0.934241	-0.921047	-0.997739	-1.0139	-0.811		-1.06892	-1.08038	-1.01646	IV - Nuclear periphery	P97315	CSRP1
-0.126212	-0.112645	-0.110505	1.01952	0.941618	0.906436	1.66268	1.63279	1.60154	-0.775647	-0.703777	-0.754287	-0.796502	-0.76023	-0.750837	-1.00207	-0.841157	-1.03071	IV - Nuclear periphery	P97314	CSRP2
1.19317	1.19331	1.26488	-0.0663562	-0.15627	-0.22492	-0.452156	-0.394796	-0.361324									-1.99554	IX - Mitochondria	P21460	CST3
1.24313	1.27518	1.30306	1.36212	1.35807	1.35429	-0.113413	-0.0808955	-0.0987967	-0.938638	-0.793515	-0.646714	-0.816028	-1.12584	-0.778074	-0.788969	-0.915834	-0.799127	VIII - Cytoplasm	Q62426	CSTB
-1.83298	-1.96631	-1.80079	-0.543113	-0.610265	-0.646326	0.119795	0.136315	0.209673	0.85643	0.816587	0.774975	0.754099	0.734236	0.679221	0.742064	0.841889	0.734505	II - Chromatin I	Q99LC2	CSTF1
-0.442049	-0.127771	0.308231	-2.95925	-1.37046	-1.53802	0.226779	0.36802	0.359838	0.754494	0.720776	0.926337	0.296623	0.28634	0.368921	0.665677	0.656452	0.499063	III - Chromatin II	A2AEK1	CSTF2
-1.65273	-1.91284	-1.19268	-1.13416	-0.750905	-1.11736	-0.163757	0.362104	0.525595	0.606864	0.671745	0.648075	0.950085	0.667345	0.774115	0.955831	0.892569	0.870106	II - Chromatin I	Q8BIQ5-2	CSTF2 (isof.)
-1.91789	-1.89385	-1.56802	-0.667381	-0.619614	-0.458426	-0.181223	-0.122551	-0.0265846	0.83707	0.885979	0.783551	0.868508	0.784214	0.847744	0.813178	0.852108	0.783189	II - Chromatin I	Q8C7E9	CSTF2T
-2.11052	-2.03949	-2.18308	-0.00331229	0.0312413	-0.228808	0.567642	0.550861	0.536153	0.556867	0.538526	0.583919	0.534908	0.483195	0.593231	0.528172	0.527983	0.532508	II - Chromatin I	Q99LI7	CSTF3
1.04426	1.14413	0.994582	1.01306	0.948779	0.989106	0.800262	0.949843	0.831397	-0.972275	-1.04108	-1.05474	-0.982543	-0.928506	-0.861413	-0.994249	-0.892288	-0.988316	VII - Ribosomes	"O88712;O88712-2"	CTBP1
1.55634	1.48365	1.54336	0.836115	0.842792	0.74334	0.182708	0.589502	0.356134	-0.961491	-0.981803	-1.13368	-0.715979	-0.738418	-0.819005	-1.02471	-0.993016	-0.765851	IX - Mitochondria	"P56546;P56546-2"	CTBP2
1.91543	1.69218	1.86743	0.831093	0.810238	0.670704	-0.842434	-0.609713	-0.460538	-0.581667	-0.633238	-0.61097	-0.719293	-0.687342	-0.598479	-0.804038	-0.53392	-0.705436	VIII - Cytoplasm	Q5SUQ9-2	CTC1
-1.76619	-1.78041	-1.77159	-0.649771	-0.426115	-0.759914	-0.315006	-0.0874072	0.0391657	0.871389	0.848647	0.8321	0.823803	0.820285	0.827171	0.821928	0.864959	0.806953	II - Chromatin I	Q61164	CTCF
1.50441	1.47211	1.43391	1.25131	1.28622	1.25563	-0.67527	-0.689364	-0.629078	-0.776631	-0.781134	-0.876016	-0.66854	-0.615619	-0.578097	-0.507732	-0.667018	-0.739097	VIII - Cytoplasm	Q7TSG2	CTDP1
-2.41623	-1.71875	-2.13476	-0.0306883	-0.0161576	-0.150215	0.439819	0.423024	0.252531	0.580472	0.618289	0.651821	0.595965	0.581626	0.532598	0.616024	0.585246	0.589384	II - Chromatin I	Q8BG15	CTDSPL2
1.31742	1.36901	1.37487	1.37187	1.3764	1.33096	-0.327022	-0.36821	-0.409764	-0.774942	-0.704672	-0.722104	-0.755472	-0.781726	-0.749403	-0.890214	-0.913036	-0.743962	VIII - Cytoplasm	Q8VCN5	CTH
0.990423	1.14269	1.11422	1.515	1.5301	1.80436	-0.678539	-0.635505	-0.796623	-0.680261	-0.557075	-0.51697	-0.588489	-0.589574	-0.663985	-0.777338	-0.779321	-0.833108	VIII - Cytoplasm	P26231	CTNNA1
			1.3231	1.58172	1.56963	0.564677	0.592536	0.870742	-0.357404	-0.640303	-0.46648	-0.607318	-0.805845	-1.27087	-0.336742	-1.40786	-0.609574	VII - Ribosomes	O88327	CTNNAL1
0.302458	0.541652	0.343715	0.013403	-0.407098	-0.593131	-1.88529	-2.0798	-2.04484	0.722256	0.535214	0.49436	0.681108	0.453792	0.590368	0.928434	0.688378	0.715028	III - Chromatin II	Q02248	CTNNB1
-2.17669	-2.00149	-2.13257	0.221365	0.627852	0.569075	0.722538	1.10096	0.662148	0.0787381	0.274747	0.184187	0.363815	0.158469	0.266486	0.37096	0.487363	0.222054	I - Nucleoplasm	Q9CWL8	CTNNBL1
1.56581	1.19064	1.12956	-0.967239	-1.0735	-2.1076	-0.919137	-1.26823	-1.12669	0.283098	0.436879	0.0866528	0.502128	0.571597	0.557061	0.39463	0.343221	0.40112	III - Chromatin II	P30999-2	CTNND1
-0.648061	-0.278149	-0.475601	-1.61464	-0.781685	-0.683508	-1.30459	-1.81237		0.680499	0.926356	0.844057	1.09718	1.01003	0.737607	0.899769	0.634839	0.768273	III - Chromatin II	"O35927;O35927-2"	CTNND2
1.5796	1.6008	1.57551	1.09199	1.05176	1.01558	-0.175957	-0.214427	-0.182956	-0.843564	-0.795112	-0.80641	-0.946055	-0.872803	-0.761021	-0.764855	-0.767938	-0.784128	VIII - Cytoplasm	P70698	CTPS1
0.887484	0.894821	0.871164	0.489223	0.360655	0.408045	-1.19699	-1.36248	-1.35193										V - Plasma membrane	P70303	CTPS2
-2.05586	-1.74008	-1.87754	0.711315	0.660032	0.506715	1.39265	1.13984	1.31692	-0.0282265	-0.00777264	-0.0939288	-0.017648	-0.13042	-0.0233563	0.0844032	0.0578986	0.105054	I - Nucleoplasm	Q62018	CTR9
0.676719	0.749145	0.685153	0.662347	0.600682	0.621485	-1.27961	-1.35027	-1.36565										V - Plasma membrane	P16675	CTSA
0.947961	1.04146	0.984585	0.617692	0.57862	0.564149	-0.471553	-0.571615	-0.450711					-1.55046		-1.69013			VIII - Cytoplasm	P10605	CTSB
0.943267	0.979014	0.958045	1.46675	1.45054	1.48261	0.213611	0.172346	0.278251	-0.992664	-0.987313	-0.885282	-1.07955	-0.952491	-0.934077	-0.813721	-0.184762	-1.11458	VII - Ribosomes	P18242	CTSD
0.757812	0.90921	0.782677	1.65618	1.67278	1.70511	0.100822	0.0784895	-0.0218448	-0.871377	-0.803108	-0.733275	-0.799151	-0.849139	-0.875773	-0.946822	-0.918099	-0.844487	VII - Ribosomes	P06797	CTSL
